#SPIKE measurement file - Tool Measurement /  Analyser 2016 (SPIKE@pro-micron GmbH)
#date: 14.06.2024 operator: 
#process: 
#tool: 
#material: 
#tool gage: 30.6
#d = 8          z = 
#ap =           ae = 
#vc =           n = 
#f =           vf = 
#X = 
#cooling: 
#unit type: 
#note: 8mm good with minimum rpm
#BTKaBlue Version: 
#READ Version: READ 1.2 SW-Version: 0x0002
SPIKE Version: SPIKE 1.2
#SW-Version: 0x0006
#SN-Nr.: 0xA408
#cal tension: 2,842223
#cal torsion: 0,024086
#cal bending moment X: 0,023242
#cal bending moment Y: 0,023070
#lever arm: 48.2
#SPIKE position: 
#autoBM: 
#triggerchannel:  triggervalue: 
###
Tension;Torsion;Bending moment X;Bending moment Y;Time;Temperature
[N];[Nm];[Nm];[Nm];[s];[°C]
28.422230;0.770752;-0.278904;1.153500;0.133600;26.125000
-11.368892;0.433548;0.743744;-0.369120;0.134000;26.125000
51.160011;-0.192688;-0.418356;0.645960;0.134400;26.125000
28.422230;0.722580;0.185936;0.322980;0.134800;26.125000
-56.844460;0.770752;-0.092968;0.138420;0.135200;26.125000
73.897797;0.867096;-0.046484;0.876660;0.135600;26.125000
-119.373360;-0.192688;-0.278904;-0.092280;0.136000;26.125000
5.684446;-0.915268;0.557808;0.000000;0.136400;26.125000
-39.791122;-0.096344;1.394520;-0.415260;0.136800;26.125000
56.844460;0.048172;0.511324;0.507540;0.137200;26.125000
0.000000;-0.048172;-0.464840;-0.230700;0.137600;26.125000
39.791122;0.048172;-1.162100;0.922800;0.138000;26.125000
-5.684446;0.000000;-0.557808;-0.692100;0.138400;26.125000
5.684446;0.096344;-0.883196;1.153500;0.138800;26.125000
34.106674;0.289032;-0.092968;-0.046140;0.139200;26.125000
-119.373360;-0.770752;0.511324;-1.199640;0.139600;26.125000
-51.160011;-0.385376;-0.743744;-0.322980;0.140000;26.125000
90.951134;1.252472;0.371872;-0.046140;0.140400;26.125000
108.004471;-0.144516;0.557808;0.507540;0.140800;26.125000
85.266685;-0.240860;-0.976164;0.415260;0.141200;26.125000
-56.844460;0.433548;-0.325388;-0.784380;0.141600;26.125000
0.000000;-0.144516;0.557808;-0.138420;0.142000;26.125000
11.368892;0.433548;0.046484;-1.107360;0.142400;26.125000
-56.844460;0.963440;-1.162100;0.000000;0.142800;26.125000
39.791122;0.818924;-0.325388;0.461400;0.143200;26.125000
73.897797;-0.192688;-1.022648;0.230700;0.143600;26.125000
-79.582245;-0.144516;-0.232420;-0.369120;0.144000;26.125000
51.160011;-0.240860;0.743744;0.553680;0.144400;26.125000
